,closed_at,created_at,labels,id,number,state,title,url,last_mod,comments,turn_round
20,,2020-09-04 02:16:24,[],692610453,235,closed,Cdds[Client/Service] created in rmw_create_[client/service] not destroyed after rmw_destroy_[client/service],https://api.github.com/repos/ros2/rmw_cyclonedds/issues/235,,1,669551.0
21,,2020-09-03 19:14:10,[],692228511,234,closed,Don't run CI for documentation-only changes,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/234,,1,1210.0
22,,2020-09-02 10:23:29,[],690903212,233,closed,Change wrong use of %ld to print std::size_t to %zu,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/233,,2,3017325.0
23,,2020-08-30 08:12:28,[],688675808,232,closed,Run cppcheck only on linux,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/232,,3,386701.0
24,,2020-08-30 07:21:23,[],688669574,231,closed,Use quotes for non-system includes,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/231,,0,840391.0
25,,2020-08-30 07:06:41,[],688667843,230,closed,Remove public declarations,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/230,,2,900362.0
26,,2020-08-29 23:03:28,[],688617763,229,closed,Specify default cmake config type,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/229,,1,4003.0
27,,2020-08-28 03:18:12,"[Label(name=""bug"")]",687679927,228,closed,"Use correct functions to resize and get an item, avoiding memory leaks in typesupport code",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/228,,20,565520.0
28,,2020-08-27 13:08:14,"[Label(name=""bug"")]",687229204,227,closed,Fix context impl cleanup.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/227,,4,102422.0
29,,2020-08-24 20:51:11,[],684957439,226,closed,Change RET_WRONG_IMPLID() to return RMW_RET_INCORRECT_IMPLEMENTATION,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/226,,2,70268.0
30,,2020-08-24 06:57:56,"[Label(name=""bug"")]",684417394,225,closed,Fix memory leak that type support not deleted.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/225,,4,370420.0
31,,2020-08-24 06:53:20,[],684414541,224,closed,Fix memory leak that string not deleted.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/224,,24,217103.0
32,,2020-08-20 14:39:22,[],682771007,223,closed,Ensure compliant matched pub/sub count API.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/223,,3,609306.0
33,,2020-08-20 08:22:37,[],682522104,222,closed,Bump CI version,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/222,,1,6145.0
34,,2020-08-20 06:55:39,[],682470921,221,closed,include rcutils/macros for stringify macro,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/221,,1,8559.0
35,,2020-08-19 00:46:18,"[Label(name=""bug"")]",681468708,220,closed,rmw_cyclonedds GitHub actions broken,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/220,,11,1782760.0
36,,2020-08-13 09:19:20,"[Label(name=""bug"")]",678287506,219,closed,Memory leak about not to call `placement delete` after calling `placement new`,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/219,,15,1839909.0
37,,2020-08-11 16:37:54,[],677025953,218,closed,Add quality declaration for Cyclone DDS,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/218,,10,3201695.0
38,,2020-08-10 21:42:34,[],676434286,217,closed,Fix bad conditional in rmw_serialize().,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/217,,5,328947.0
39,,2020-08-10 17:43:43,[],676305732,216,open,Installation instructions for ddsperf on Mac?,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/216,,4,
40,,2020-08-04 04:44:34,[],672501467,215,closed,Poor performance with multiple subscribers to point cloud topic from Gazebo,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/215,,4,5797.0
41,,2020-07-31 21:32:47,[],670254482,214,closed,Ensure compliant subscription API.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/214,,2,490315.0
42,,2020-07-28 07:46:53,[],666845383,213,closed,rmw_destroy_node must remove node from graph cache,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/213,,8,19694.0
43,,2020-07-27 22:24:35,"[Label(name=""duplicate"")]",666622115,212,closed,failing test checking reported depth of QoS profile,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/212,,2,82220.0
44,,2020-07-27 20:33:59,"[Label(name=""bug"")]",666567260,211,closed,failing test checking node names,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/211,,1,60068.0
45,,2020-07-24 16:44:44,[],665288961,210,closed,Ensure compliant publisher API,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/210,,3,363740.0
46,,2020-07-21 19:58:05,[],663270802,209,closed,"[foxy backport] Lost service responses (#183, #74) (#187)",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/209,,3,12091.0
47,,2020-07-17 14:31:26,"[Label(name=""in review"")]",659304382,208,closed,Set context actual domain id,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/208,,0,426600.0
48,,2020-07-17 05:31:42,[],658882635,207,closed,Really Poor Real-time Factor in Gazebo ROS simulation compared to Fast-RTPS,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/207,,3,466182.0
49,,2020-07-07 21:35:42,[],652666824,206,closed,Ensure compliant node construction/destruction API.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/206,,3,661677.0
50,,2020-07-06 21:39:05,"[Label(name=""enhancement"")]",651835403,205,closed,Remove domain_id and localhost_only from node API,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/205,,0,142841.0
51,,2020-07-06 20:26:58,[],651798306,204,closed,Amend rmw_init() implementation: require enclave.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/204,,1,62681.0
52,,2020-07-02 02:29:32,[],649547309,203,open,ContentFilteredTopic Support,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/203,,0,
53,,2020-06-24 22:54:38,[],645027981,202,closed,Ensure compliant init/shutdown API implementations.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/202,,2,411564.0
54,,2020-06-24 21:46:42,"[Label(name=""bug"")]",644999352,201,closed,cyclonedds tests related to OpenSSL are failing on Windows,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/201,,2,129675.0
55,,2020-06-23 18:39:13,[],644060527,200,closed,Ensure compliant init options API implementations.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/200,,4,94294.0
56,,2020-06-22 23:17:47,[],643417884,199,closed,[foxy backport] Handle RMW_DEFAULT_DOMAIN_ID. (#194),https://api.github.com/repos/ros2/rmw_cyclonedds/issues/199,,3,57456.0
57,,2020-06-22 20:07:26,[],643329057,198,closed,Avoid leaking init options in context.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/198,,1,242755.0
58,,2020-06-22 17:15:36,[],643237861,197,closed,Add preprocessor logic to preserve compatibility with Foxy in master,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/197,,5,1362923.0
59,,2020-06-22 15:18:05,[],643156474,196,closed,Finalize context if and only if it's shutdown,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/196,,2,87172.0
60,,2020-06-19 20:37:32,[],642206944,195,closed,Add space between 'ROS' and '2',https://api.github.com/repos/ros2/rmw_cyclonedds/issues/195,,2,3253383.0
61,,2020-06-19 20:24:35,[],642201459,194,closed,Handle RMW_DEFAULT_DOMAIN_ID.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/194,,1,240222.0
62,,2020-06-17 17:06:37,[],640605209,193,open,rcl_take_sequence abrupt termination when nothing to take,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/193,,0,
63,,2020-06-05 21:27:38,"[Label(name=""enhancement"")]",631974939,192,closed,Add support to message lost event,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/192,,7,1038488.0
64,,2020-05-29 13:59:38,[],627288988,191,open,Improve service discovery,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/191,,2,
65,,2020-05-29 06:36:01,"[Label(name=""bug""), Label(name=""in review"")]",627034783,190,closed,"Restore dashing/eloquent behaviour of ""service_is_available""",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/190,,10,305485.0
66,,2020-05-21 12:30:24,[],622467423,189,closed,"fix serialisation on 64-bit, big-endian systems: dashing-eloquent",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/189,,8,516323.0
67,,2020-05-21 07:17:43,[],622302567,188,closed,"Fix serialization on non-32-bit, big-endian systems - dashing-eloquent",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/188,,2,18804.0
68,,2020-05-20 20:19:53,[],622058603,187,closed,"Lost service responses (#183, #74)",https://api.github.com/repos/ros2/rmw_cyclonedds/issues/187,,12,2415000.0
69,,2020-05-20 15:17:25,[],621847984,186,closed,implement safer align function,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/186,,9,592670.0
70,,2020-05-12 18:26:54,[],616866266,185,open,test_services_cpp__rmw_cyclonedds_cpp tests are flakey,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/185,,0,
71,,2020-05-12 03:03:39,[],616322262,184,open,Service interoperability with FastRTPS,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/184,,6,
72,,2020-05-12 00:22:18,[],616270687,183,open,test_parameter_server_cpp__rmw_cyclonedds_cpp is failing most of the time on linux,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/183,,2,
73,,2020-05-11 23:40:54,[],616257023,182,closed,LoadLibrary error: libddsc.so.0: cannot open shared object file,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/182,,1,149725.0
74,,2020-05-09 17:49:16,[],615227506,181,closed,CI: switch setup-ros to master,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/181,,0,265297.0
75,,2020-05-07 23:27:57,[],614405221,180,closed,Cache chocolatey packages to reduce flakiness,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/180,,0,25791.0
76,,2020-05-07 22:37:29,[],614387254,179,closed,Add rmw_implementation to CI workflow,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/179,,2,29400.0
77,,2020-05-07 16:12:01,"[Label(name=""in review"")]",614177950,178,closed,Remove MANUAL_BY_NODE liveliness API,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/178,,5,437981.0
78,,2020-04-30 20:32:23,"[Label(name=""in review"")]",610366611,177,closed,Fix topic name mangling when not using ros conventions,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/177,,2,16593.0
79,,2020-04-30 14:45:06,[],610088410,176,closed,Initialize participant on first use. Destroy participant after last node is destroyed.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/176,,10,30657.0
80,,2020-04-29 20:24:16,[],609334801,175,closed,Address error message,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/175,,1,4425.0
81,,2020-04-29 14:41:03,"[Label(name=""bug"")]",609112493,174,closed,Lots of tests failing on Windows,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/174,,18,117300.0
82,,2020-04-28 23:14:21,"[Label(name=""enhancement"")]",608673030,173,closed,Add a quality declaration for CycloneDDS,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/173,,1,11951189.0
83,,2020-04-28 17:45:14,[],608498805,172,closed,Reset security related RMW error state.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/172,,1,96789.0
84,,2020-04-27 20:36:26,[],607836685,171,closed,Cast size_t to uint32_t explicitly.,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/171,,0,75636.0
85,,2020-04-26 10:03:51,[],606972656,170,closed,rwm_cyclonedds_cpp ERROR,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/170,,1,55924.0
86,,2020-04-25 09:08:23,[],606726057,169,closed,Provide a dummy readcdr function if needed,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/169,,1,3808875.0
87,,2020-04-25 02:10:32,[],606667062,168,closed,Exclude other RMW from Github CI build,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/168,,0,400030.0
88,,2020-04-24 16:09:13,[],606425177,167,open,Implement received timestamp,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/167,,0,
89,,2020-04-24 13:29:39,[],606314906,166,closed,Rename rosidl_message_bounds_t,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/166,,1,26798.0
90,,2020-04-23 23:56:15,[],605946036,165,closed,Accidental dependency on FastRTPS,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/165,,2,97.0
91,,2020-04-23 23:40:03,[],605941052,164,closed,Master CI installing FastRTPS from binary,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/164,,0,495459.0
92,,2020-04-22 22:48:07,[],605121844,163,closed,Fill in message_info timestamps,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/163,,4,81693.0
93,,2020-04-22 21:06:09,"[Label(name=""bug""), Label(name=""in review"")]",605075218,162,closed,Fix build warnings,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/162,,4,5648.0
94,,2020-04-22 19:42:32,[],605017903,161,closed,implement with_info version of take,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/161,,0,118157.0
95,,2020-04-22 13:00:15,[],604738287,160,closed,Provide a dummy readcdr function if needed,https://api.github.com/repos/ros2/rmw_cyclonedds/issues/160,,1,64313.0
