,state,opened_on,closed,time_to_close,commits,number,title,url,closed_at
35,closed,2020-08-06 20:13:29,,4032.0,2,421,[backport foxy] Fix trying to get topic data that was already removed,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/421,2020-08-06 21:20:41
36,closed,2020-08-05 17:09:09,,1208250.0,1,420,Use package path to TypeSupport.hpp headers in ServiceTypeSupport and MessageTypeSupport (foxy backport),https://api.github.com/repos/ros2/rmw_fastrtps/pulls/420,2020-08-19 16:46:39
37,closed,2020-07-31 21:32:29,,490313.0,4,419,Ensure compliant subscription API.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/419,2020-08-06 13:44:22
38,open,2020-07-31 08:41:17,,,3,418,Fast-DDS service discovery redesign,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/418,
39,closed,2020-07-29 08:13:13,,734303.0,3,417,Fix trying to get topic data that was already removed.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/417,2020-08-06 20:11:36
40,closed,2020-07-29 01:48:49,,,1,416,Unregister typesupport rather than delete,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/416,
41,closed,2020-07-28 16:20:34,,693929.0,1,415,Use package in path to TypeSupport header for ServiceTypeSupport/MessageTypeSupport,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/415,2020-08-05 17:06:03
42,closed,2020-07-22 17:35:07,,534293.0,4,414,Ensure compliant publisher API.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/414,2020-07-28 22:00:00
43,closed,2020-07-21 19:48:53,,182.0,1,413,[foxy backport] Add missing thread-safety annotation in ServicePubListener (#409),https://api.github.com/repos/ros2/rmw_fastrtps/pulls/413,2020-07-21 19:51:55
44,closed,2020-07-21 18:26:39,,3609.0,1,412,[foxy backport] Make service wait for response reader (#390),https://api.github.com/repos/ros2/rmw_fastrtps/pulls/412,2020-07-21 19:26:48
45,open,2020-07-20 08:44:05,,,1,411,[dashing] Support for API break on Fast DDS 2.0,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/411,
46,closed,2020-07-17 14:30:31,,426642.0,3,410,Set context actual domain id,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/410,2020-07-22 13:01:13
47,closed,2020-07-15 17:59:22,,18988.0,5,409,Add missing thread-safety annotation in ServicePubListener,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/409,2020-07-15 23:15:50
48,closed,2020-07-07 20:35:30,,665275.0,7,408,Ensure compliant node construction/destruction API.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/408,2020-07-15 13:23:25
49,closed,2020-07-06 21:38:16,,142878.0,1,407,Remove domain_id and localhost_only from node API,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/407,2020-07-08 13:19:34
50,closed,2020-07-06 20:25:44,,62673.0,1,406,Amend rmw_init() implementation: require enclave.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/406,2020-07-07 13:50:17
51,open,2020-07-02 02:31:15,,,1,405,ContentFilteredTopic Support,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/405,
52,closed,2020-06-29 20:07:11,,75572.0,2,404,Update Quality Declarations to QL3.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/404,2020-06-30 17:06:43
53,closed,2020-06-26 17:27:09,,247770.0,1,403,Update Quality Declaration to QL3.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/403,2020-06-29 14:16:39
54,closed,2020-06-25 15:06:25,,899.0,1,402,Do not use string literals as implementation identifiers in tests.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/402,2020-06-25 15:21:24
55,closed,2020-06-24 22:53:31,,411585.0,4,401,Ensure compliant init/shutdown API implementation.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/401,2020-06-29 17:13:16
56,closed,2020-06-23 18:38:57,,94298.0,2,399,Ensure compliant init options API implementations.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/399,2020-06-24 20:50:35
57,closed,2020-06-22 23:21:00,,159620.0,1,398,[foxy backport] Handle RMW_DEFAULT_DOMAIN_ID. (#394),https://api.github.com/repos/ros2/rmw_fastrtps/pulls/398,2020-06-24 19:41:20
58,closed,2020-06-22 17:27:44,,,1,397,Finalize init options in context.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/397,
59,closed,2020-06-22 15:17:00,,87195.0,1,396,Finalize context if and only if it's shutdown.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/396,2020-06-23 15:30:15
60,closed,2020-06-19 20:24:28,,240222.0,1,394,Handle RMW_DEFAULT_DOMAIN_ID.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/394,2020-06-22 15:08:10
61,closed,2020-05-28 22:12:55,,1201.0,2,393,Do not compile assert death tests in Release builds.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/393,2020-05-28 22:32:56
62,closed,2020-05-24 17:14:59,,2080533.0,10,390,Make service wait for response reader,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/390,2020-06-17 19:10:32
63,closed,2020-05-22 19:07:41,,610963.0,1,389,QD Security Vulnerability Declaration: REP 2006,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/389,2020-05-29 20:50:24
64,closed,2020-05-18 19:35:38,,758201.0,4,388,Add test coverage for name mangling and namespacing-specific API.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/388,2020-05-27 14:12:19
65,closed,2020-05-18 17:45:53,,188985.0,3,387,Add test coverage for GUID utilities.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/387,2020-05-20 22:15:38
66,closed,2020-05-18 17:11:36,,12977.0,1,386,Drop unused TopicCache sources.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/386,2020-05-18 20:47:53
67,closed,2020-05-18 17:04:00,,8273.0,3,385,Add test coverage for rmw_init_options API.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/385,2020-05-18 19:21:53
68,closed,2020-05-12 21:57:15,,10743.0,1,383,Update QDs for 1.0,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/383,2020-05-13 00:56:18
69,closed,2020-05-12 18:43:52,,2565.0,1,381,Fix single rmw build for rmw_fastrtps_dynamic_cpp,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/381,2020-05-12 19:26:37
70,closed,2020-05-08 20:15:47,,256313.0,2,380,Update quality declarations on feature testing.,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/380,2020-05-11 19:27:40
71,closed,2020-05-07 16:10:05,,438080.0,2,379,Remove MANUAL_BY_NODE liveliness API,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/379,2020-05-12 17:51:25
72,closed,2020-05-04 19:53:31,,60893.0,1,378,Fill service_info timestamps from sample_info,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/378,2020-05-05 12:48:24
73,closed,2020-04-30 18:36:42,,2936.0,1,377,Fix unused variabled warning,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/377,2020-04-30 19:25:38
74,closed,2020-04-28 08:51:10,,31533.0,4,376,Fixed rmw_fastrtps_dynamic_cpp package description,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/376,2020-04-28 17:36:43
75,closed,2020-04-28 01:53:00,,152992.0,3,375,Add package READMEs and QUALITY_DECLARATION files,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/375,2020-04-29 20:22:52
76,closed,2020-04-27 00:51:34,,59571.0,1,374,add missing export of rmw_dds_common,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/374,2020-04-27 17:24:25
77,closed,2020-04-24 13:30:03,,26782.0,1,373,Rename rosidl_message_bounds_t,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/373,2020-04-24 20:56:25
78,closed,2020-04-23 14:34:06,,512961.0,4,372,Added doxyfiles,https://api.github.com/repos/ros2/rmw_fastrtps/pulls/372,2020-04-29 13:03:27
